Age,Marital_Status,Education_Level,Dependents_Count,Livestock_Presence,Personal_Vehicle_Presence,Owns_House,Owns_Farm,Farm_Size_Acres,Irrigation_Presence,Farming_Technique,Farming_Tool,Yield_2Years_Ago_Tons,Investment_2Years_Ago,Profit_2Years_Ago,Yield_1Year_Ago_Tons,Investment_1Year_Ago,Profit_1Year_Ago,Market_Trend,Crop_Name,Credit_Score,Credit_Score_Category
42,True,College,4,False,True,False,True,3.2,True,Hydroponic,Tractor,40.58,3340,915,24.0,5650,2216,Declining,Wheat,522,Poor
41,False,High School,6,True,False,True,True,6.74,True,Conventional,Combine,35.17,4866,3977,65.21,8387,4568,Stable,Soybean,676,Average
46,False,Primary School,3,False,False,False,False,3.05,True,Conventional,Hoe,12.51,1152,1831,26.93,4649,2633,Declining,Wheat,435,Poor
50,False,College,0,False,True,True,False,5.28,False,Conventional,Combine,75.66,3517,2539,56.98,5981,2343,Stable,Soybean,653,Average
56,True,College,8,True,False,False,False,3.95,True,Conventional,Combine,14.08,3922,782,40.34,5552,1893,Growing,Rice,314,Poor
36,True,Master,0,True,True,True,True,31.32,True,Organic,Tractor,71.26,6759,2730,90.57,6134,3453,Stable,Corn,865,Best
54,False,College,7,False,False,False,False,9.07,False,Conventional,Hoe,32.0,1658,820,48.34,4516,2086,Growing,Rice,540,Poor
48,True,Bachelor,2,True,True,True,True,25.96,True,Conventional,Combine,69.76,9713,2449,80.72,7618,5420,Growing,Corn,866,Best
48,False,Primary School,1,True,True,False,False,6.01,False,Organic,Combine,25.02,1666,610,23.58,2528,2573,Stable,Rice,314,Poor
44,False,Phd,5,False,False,False,False,15.96,True,Organic,Plow,62.46,4680,2346,62.58,8206,1755,Declining,Rice,735,Average
51,False,High School,2,True,False,True,True,4.75,True,Conventional,Plow,42.61,2653,1350,57.16,2906,2862,Growing,Soybean,447,Poor
54,False,High School,4,False,True,True,False,13.64,False,Conventional,Plow,73.83,6358,2692,86.99,5722,4507,Growing,Wheat,767,Average
45,False,Secondary School,8,True,True,False,False,4.94,True,Hydroponic,Plow,20.5,4146,539,20.72,2558,1457,Stable,Corn,431,Poor
46,True,Primary School,8,True,True,True,False,19.46,True,Organic,Hoe,74.83,5023,1704,60.33,5727,2599,Growing,Corn,736,Average
34,True,High School,2,True,True,True,True,36.4,True,Organic,Plow,66.6,7950,2729,80.66,6268,5080,Declining,Wheat,814,Best
57,True,Primary School,5,True,False,False,True,2.27,True,Organic,Tractor,13.47,2034,1892,45.76,5557,2769,Growing,Corn,425,Poor
65,False,Primary School,10,True,False,True,False,1.41,True,Organic,Tractor,23.41,2805,920,29.19,3902,1237,Declining,Corn,572,Poor
46,False,Primary School,6,True,False,False,True,5.34,True,Organic,Tractor,54.55,5244,1895,49.82,4105,2176,Growing,Rice,678,Average
63,True,Primary School,3,False,True,False,False,5.62,True,Hydroponic,Tractor,41.93,1342,1515,37.18,5198,2356,Growing,Soybean,308,Poor
24,False,Secondary School,0,False,False,True,False,12.88,True,Organic,Combine,53.25,4824,1828,61.85,7139,2149,Growing,Soybean,715,Average
38,True,Secondary School,4,False,True,False,False,4.54,True,Hydroponic,Tractor,26.08,2406,1064,55.69,5622,1966,Stable,Rice,482,Poor
56,True,High School,7,False,True,False,False,11.29,True,Organic,Hoe,58.02,7769,2774,77.22,8903,2640,Declining,Rice,787,Average
45,False,Secondary School,6,False,False,False,False,8.8,False,Conventional,Combine,47.46,3637,724,32.23,4318,1141,Declining,Rice,324,Poor
25,True,Secondary School,4,True,False,False,False,7.79,False,Organic,Plow,20.24,2576,1849,40.11,2021,1912,Stable,Rice,618,Poor
42,False,Secondary School,10,False,True,False,False,1.87,False,Conventional,Plow,29.45,4061,980,44.01,2409,1544,Growing,Wheat,364,Poor
62,False,Secondary School,2,False,True,False,True,7.71,True,Conventional,Plow,34.62,5315,3600,88.92,5801,4728,Stable,Rice,688,Average
19,False,Secondary School,10,True,True,True,False,1.46,False,Organic,Plow,37.04,3369,1827,52.53,2170,2570,Growing,Wheat,534,Poor
31,False,Primary School,2,False,True,False,False,11.2,True,Hydroponic,Plow,60.29,6457,3567,59.23,6583,2120,Stable,Rice,766,Average
40,True,College,10,True,True,False,False,7.68,False,Hydroponic,Tractor,43.8,4557,1203,52.72,5024,2804,Stable,Corn,329,Poor
38,True,Primary School,8,True,False,False,True,13.66,False,Hydroponic,Combine,59.22,6752,3142,45.76,7604,4790,Growing,Wheat,671,Average
19,False,High School,6,True,False,True,True,3.01,True,Conventional,Combine,17.01,2861,923,40.6,4254,1784,Declining,Wheat,586,Poor
41,True,Secondary School,7,True,True,False,False,12.27,True,Organic,Tractor,44.58,7166,1161,54.8,8325,4274,Growing,Rice,666,Average
51,False,College,5,False,False,True,True,7.57,False,Hydroponic,Hoe,11.06,2343,1581,59.44,4865,2502,Stable,Wheat,599,Poor
52,False,Primary School,8,False,False,False,False,5.1,False,Organic,Plow,48.15,3168,915,25.59,5971,1216,Declining,Wheat,336,Poor
53,False,High School,0,False,True,False,True,8.12,False,Conventional,Tractor,49.98,2227,1207,21.13,3363,1117,Declining,Corn,400,Poor
60,False,Postgraduate,5,False,True,False,False,9.48,True,Organic,Combine,27.16,2809,1642,31.44,3326,1991,Stable,Rice,612,Poor
19,True,Primary School,5,False,False,True,False,1.09,False,Conventional,Plow,41.86,4346,1991,56.61,2338,1633,Growing,Wheat,497,Poor
54,True,Secondary School,10,False,True,True,False,2.79,True,Organic,Combine,13.87,2714,1919,59.06,5432,2829,Declining,Soybean,619,Poor
55,False,Bachelor,2,True,False,True,True,11.99,True,Conventional,Tractor,62.09,7614,2396,88.35,8219,5913,Stable,Wheat,830,Best
49,True,Primary School,2,True,False,False,False,5.69,False,Organic,Hoe,34.18,5473,2848,57.01,4275,3040,Stable,Soybean,780,Average
52,True,Secondary School,7,True,True,False,True,18.67,True,Organic,Hoe,55.06,5926,1776,65.99,7707,4088,Stable,Corn,718,Average
47,False,College,7,True,False,True,False,17.6,True,Organic,Tractor,38.92,7766,1149,80.88,6305,2303,Declining,Wheat,662,Average
54,True,Primary School,5,False,False,False,False,6.77,False,Hydroponic,Combine,37.6,1847,1047,56.53,3492,2652,Stable,Corn,544,Poor
51,True,Primary School,9,True,True,False,False,16.14,False,Organic,Combine,43.54,6646,2019,50.17,7059,3278,Growing,Corn,772,Average
53,True,Phd,2,False,True,False,True,3.65,False,Conventional,Hoe,12.59,1575,1602,30.32,2802,2701,Declining,Soybean,433,Poor
44,False,Primary School,2,False,False,True,True,12.46,False,Organic,Combine,46.41,7044,2404,67.9,6973,1774,Growing,Corn,724,Average
65,True,Primary School,10,True,False,True,False,9.74,False,Conventional,Hoe,30.15,4685,1171,34.34,5289,2446,Growing,Corn,599,Poor
58,False,High School,5,False,True,True,True,5.08,True,Organic,Hoe,44.18,2265,1088,45.16,5865,1879,Stable,Wheat,554,Poor
38,False,Bachelor,0,True,True,True,True,31.73,True,Organic,Hoe,88.79,8010,4824,89.13,10356,3950,Stable,Corn,899,Best
30,False,Primary School,9,True,True,False,True,5.21,True,Conventional,Combine,21.39,1462,1487,40.04,2031,1332,Growing,Rice,456,Poor
59,True,Primary School,1,True,False,False,False,4.79,False,Conventional,Hoe,23.12,1309,1468,26.74,5356,2596,Stable,Corn,357,Poor
34,True,Primary School,9,True,False,False,False,9.21,False,Hydroponic,Tractor,16.9,3485,1074,42.2,5693,2253,Stable,Corn,607,Poor
50,False,Primary School,6,False,True,True,True,9.99,False,Organic,Combine,39.65,1295,1884,31.35,4964,1737,Stable,Corn,555,Poor
63,False,Primary School,2,True,False,True,False,9.73,True,Conventional,Combine,13.68,2215,1856,34.15,2884,1046,Stable,Rice,457,Poor
44,False,Primary School,7,False,True,True,False,12.71,False,Organic,Combine,74.82,7214,2298,76.98,8258,3290,Declining,Rice,706,Average
29,True,Primary School,5,False,True,True,False,13.19,False,Organic,Combine,78.42,5801,3265,51.2,4849,2901,Growing,Rice,681,Average
51,False,College,0,False,True,True,False,9.64,False,Organic,Hoe,26.87,3957,602,48.65,3667,2057,Growing,Corn,588,Poor
62,False,Secondary School,2,False,True,True,True,5.44,False,Organic,Tractor,12.93,4069,1350,52.99,4790,1902,Growing,Corn,371,Poor
34,False,Primary School,6,False,True,False,True,9.04,True,Hydroponic,Hoe,39.08,1237,840,37.36,4718,1602,Declining,Corn,381,Poor
50,True,Master,3,False,True,True,True,15.02,True,Hydroponic,Tractor,88.53,6205,4334,104.61,7418,2583,Declining,Corn,867,Best
27,True,Secondary School,0,True,True,True,True,16.99,False,Hydroponic,Hoe,49.22,5534,2063,45.08,4378,3795,Growing,Corn,786,Average
33,True,High School,3,True,True,True,True,34.87,True,Conventional,Hoe,71.77,8331,4373,66.07,7190,3245,Stable,Corn,835,Best
48,True,High School,8,False,False,True,True,16.3,True,Conventional,Tractor,32.05,3717,1965,66.1,6166,3122,Stable,Corn,797,Average
47,True,Secondary School,3,True,True,False,True,7.66,True,Hydroponic,Hoe,44.97,7362,3378,43.22,4814,4559,Growing,Corn,673,Average
46,True,Secondary School,8,True,True,True,False,4.91,False,Hydroponic,Hoe,39.29,3763,1585,43.21,5097,2957,Stable,Wheat,533,Poor
63,False,Primary School,4,True,True,False,False,6.75,True,Hydroponic,Hoe,45.31,4288,2245,77.77,8795,1764,Growing,Wheat,727,Average
63,True,Primary School,7,False,True,False,False,7.25,False,Organic,Combine,22.68,3704,1103,54.13,2976,2293,Stable,Rice,527,Poor
30,True,High School,1,True,True,True,True,40.9,True,Hydroponic,Combine,87.86,5967,4039,95.19,8557,2566,Growing,Rice,845,Best
51,False,Primary School,10,True,True,False,False,4.22,False,Organic,Tractor,19.36,1909,1877,45.04,2596,2893,Declining,Rice,539,Poor
37,True,College,4,False,True,True,False,16.77,True,Hydroponic,Combine,66.11,5287,1008,67.48,4199,3526,Stable,Rice,723,Average
36,True,Bachelor,1,True,True,True,True,29.46,True,Organic,Tractor,56.44,8457,3053,92.98,9062,5997,Growing,Corn,898,Best
57,False,Secondary School,9,True,True,False,True,2.79,True,Organic,Tractor,17.08,2289,1980,25.72,4140,1542,Declining,Wheat,601,Poor
50,True,Secondary School,6,False,False,False,False,1.17,True,Conventional,Tractor,24.53,1860,983,45.56,3510,1263,Declining,Wheat,494,Poor
20,False,Secondary School,6,False,False,False,True,4.49,False,Hydroponic,Tractor,19.44,1968,1931,26.52,5409,1536,Growing,Wheat,440,Poor
55,True,Primary School,3,True,False,True,True,1.72,False,Organic,Plow,49.18,1266,1344,58.35,2704,1415,Growing,Wheat,314,Poor
21,False,High School,5,False,True,True,True,5.3,False,Conventional,Tractor,11.9,1921,1664,42.49,3142,1702,Growing,Wheat,397,Poor
18,False,Secondary School,9,True,False,False,True,16.22,True,Organic,Tractor,66.17,4955,3055,49.6,7369,2094,Stable,Corn,697,Average
20,False,Primary School,9,True,False,True,False,15.64,True,Hydroponic,Plow,30.04,7686,1725,88.72,4283,4630,Declining,Rice,714,Average
43,True,Primary School,0,True,False,True,True,13.06,False,Organic,Plow,67.55,6568,1144,75.36,4591,1994,Declining,Wheat,695,Average
50,False,Primary School,6,True,False,True,True,7.29,True,Conventional,Hoe,40.55,3268,697,20.4,5266,1220,Declining,Wheat,317,Poor
20,False,Primary School,10,True,True,True,False,2.6,False,Hydroponic,Tractor,48.24,1255,1689,31.15,4705,1156,Growing,Rice,337,Poor
33,False,Primary School,7,True,True,True,True,8.27,True,Organic,Hoe,52.97,3236,2050,71.91,5574,1552,Stable,Rice,666,Average
40,True,Bachelor,1,True,True,True,True,47.65,True,Conventional,Tractor,92.17,5916,2051,65.79,8975,3192,Declining,Corn,868,Best
23,True,Primary School,0,False,False,False,True,8.61,True,Hydroponic,Combine,14.87,3121,809,20.15,3648,2749,Declining,Wheat,491,Poor
47,True,High School,9,True,False,True,False,7.8,True,Organic,Hoe,39.84,1892,1495,25.88,3885,1775,Growing,Soybean,611,Poor
23,False,Primary School,9,True,True,True,False,8.07,True,Organic,Hoe,14.47,2222,942,27.42,4305,1327,Growing,Rice,628,Poor
51,False,Primary School,5,False,False,False,True,13.67,True,Organic,Hoe,45.46,6132,3935,68.3,4021,4735,Stable,Rice,733,Average
21,True,High School,7,True,True,True,True,5.25,False,Organic,Hoe,28.52,3669,1025,49.13,3980,2833,Stable,Rice,445,Poor
43,False,Primary School,4,False,True,False,False,16.81,True,Organic,Combine,33.13,3944,1615,67.02,4510,4444,Declining,Wheat,666,Average
63,True,High School,3,True,True,False,False,4.92,False,Hydroponic,Combine,43.29,3149,1481,22.95,4669,2950,Growing,Soybean,500,Poor
64,False,Secondary School,6,False,True,True,False,3.88,True,Conventional,Tractor,34.93,2597,1193,57.87,4328,2389,Growing,Wheat,301,Poor
40,True,Primary School,2,False,True,True,False,15.56,False,Organic,Combine,58.81,5925,1525,42.03,5249,3466,Declining,Corn,697,Average
34,False,Primary School,2,False,True,False,False,18.22,False,Conventional,Plow,51.54,6966,2091,69.98,8265,4276,Declining,Wheat,666,Average
63,False,High School,10,True,True,True,False,4.39,True,Organic,Tractor,33.56,3870,1083,27.69,2514,2015,Growing,Corn,468,Poor
34,True,Bachelor,2,True,True,True,True,46.39,True,Organic,Tractor,80.15,7803,4255,67.99,7250,5778,Growing,Corn,894,Best
65,True,Primary School,8,True,False,False,True,7.04,False,Organic,Plow,15.31,3005,850,33.92,5247,1700,Growing,Wheat,426,Poor
52,True,Primary School,5,True,False,True,False,2.78,False,Hydroponic,Combine,34.07,4384,867,46.0,3967,1510,Growing,Corn,468,Poor
20,False,Primary School,10,True,False,False,True,2.92,True,Conventional,Combine,27.44,3008,1065,57.77,3133,2121,Growing,Corn,594,Poor
51,True,Primary School,5,False,True,True,True,5.04,False,Organic,Hoe,48.64,1368,1980,55.07,4469,2647,Declining,Corn,600,Poor
62,False,Primary School,9,True,False,False,True,9.84,True,Hydroponic,Plow,45.02,2359,1193,31.69,2966,2072,Stable,Soybean,466,Poor
61,False,Primary School,4,True,False,True,False,2.35,True,Conventional,Plow,15.0,1197,945,26.72,3935,1206,Stable,Soybean,642,Poor
49,False,Primary School,0,True,False,True,False,8.21,True,Conventional,Combine,38.77,6163,3073,63.15,5622,2119,Stable,Wheat,678,Average
40,True,Bachelor,1,True,True,True,True,48.35,True,Conventional,Tractor,91.67,5217,3262,88.46,6710,2779,Declining,Corn,834,Best
45,True,Bachelor,2,True,False,True,True,47.24,True,Organic,Tractor,87.08,9943,4056,80.3,8826,5976,Stable,Wheat,840,Best
20,True,Bachelor,1,True,True,True,True,45.32,True,Conventional,Tractor,61.82,7145,3420,106.7,6155,5700,Stable,Rice,804,Best
61,False,High School,8,True,True,False,False,9.76,True,Hydroponic,Hoe,75.31,3490,2494,72.14,5797,3236,Growing,Soybean,661,Average
46,True,Primary School,6,True,True,True,False,9.8,False,Hydroponic,Combine,31.13,4488,1361,58.86,5847,2931,Declining,Corn,458,Poor
48,True,Primary School,6,False,True,True,True,4.99,False,Conventional,Plow,18.06,1094,1695,57.9,4267,2173,Declining,Soybean,342,Poor
45,False,Secondary School,6,False,False,False,True,3.42,True,Conventional,Hoe,25.62,2816,786,20.35,2555,2007,Stable,Wheat,430,Poor
31,False,High School,1,False,False,True,False,11.48,True,Hydroponic,Plow,56.57,3444,2395,58.77,7720,1667,Declining,Wheat,798,Average
25,True,High School,2,True,True,True,True,20.22,True,Organic,Tractor,87.94,7093,3064,108.77,6113,5820,Stable,Corn,800,Best
59,True,Secondary School,2,True,False,True,True,7.31,True,Organic,Plow,40.68,1424,1338,37.87,3324,1633,Growing,Soybean,378,Poor
48,False,Primary School,0,False,True,True,False,4.66,True,Hydroponic,Tractor,13.68,1242,1008,52.63,2084,1848,Stable,Rice,443,Poor
18,False,Primary School,5,True,False,False,True,14.2,True,Conventional,Plow,59.79,6457,2704,87.83,5291,3240,Stable,Corn,659,Average
32,True,High School,0,False,True,True,True,22.62,True,Conventional,Plow,65.29,5076,4159,81.75,10623,4865,Stable,Corn,899,Best
29,True,Primary School,4,True,True,True,False,5.43,True,Hydroponic,Tractor,45.1,3657,1660,39.25,4729,1981,Declining,Corn,631,Poor
35,True,Bachelor,1,True,True,True,True,35.8,True,Hydroponic,Combine,85.14,6684,4250,88.56,8445,5354,Growing,Wheat,819,Best
29,False,Primary School,7,False,False,True,True,16.32,True,Hydroponic,Hoe,39.65,4394,1342,83.18,7700,3681,Declining,Soybean,717,Average
59,True,College,7,False,True,False,False,9.3,False,Organic,Tractor,43.3,4426,619,36.96,2592,1885,Stable,Rice,505,Poor
51,False,Primary School,7,True,False,False,False,6.4,True,Conventional,Combine,27.76,2182,1532,38.53,5074,2680,Growing,Soybean,399,Poor
44,True,Secondary School,4,False,True,True,True,6.52,False,Organic,Combine,56.15,5217,3228,70.15,4847,3510,Declining,Corn,752,Average
59,True,Primary School,10,False,True,True,True,5.15,True,Conventional,Tractor,30.44,2306,1412,33.38,3471,1226,Stable,Corn,466,Poor
62,True,Primary School,6,True,True,True,False,1.61,False,Organic,Hoe,20.32,3040,1791,51.19,3420,1037,Declining,Corn,568,Poor
60,False,Primary School,0,False,False,False,False,2.63,True,Hydroponic,Hoe,39.64,2847,1395,29.89,5669,1507,Stable,Corn,308,Poor
50,True,High School,5,False,True,True,True,5.86,False,Organic,Combine,43.75,4724,509,56.18,4187,1918,Growing,Wheat,580,Poor
57,True,Secondary School,4,False,True,True,True,6.75,False,Organic,Tractor,43.6,1557,1393,46.38,5815,1703,Declining,Corn,409,Poor
54,True,Postgraduate,7,True,True,True,True,7.22,False,Conventional,Combine,14.58,3568,1948,57.96,5407,2997,Declining,Soybean,302,Poor
41,True,Primary School,4,True,False,True,False,8.19,False,Hydroponic,Hoe,79.46,7818,3356,82.98,4255,3511,Stable,Wheat,728,Average
63,False,Primary School,7,False,True,False,True,8.44,False,Hydroponic,Hoe,30.21,2793,1167,20.52,5868,1216,Growing,Soybean,352,Poor
42,False,High School,2,True,True,True,False,1.41,False,Hydroponic,Combine,29.09,3152,764,48.04,5074,2223,Stable,Soybean,305,Poor
62,False,Postgraduate,7,False,True,True,True,4.7,False,Hydroponic,Combine,28.77,2040,1070,55.36,2351,1925,Stable,Wheat,408,Poor
61,True,College,6,False,False,True,True,6.99,True,Hydroponic,Combine,43.96,1542,752,53.33,4393,2289,Declining,Soybean,488,Poor
44,True,High School,2,False,True,False,False,9.45,False,Hydroponic,Tractor,15.86,3959,1725,40.34,5694,2532,Stable,Corn,544,Poor
47,True,Secondary School,9,True,True,True,False,1.28,False,Organic,Combine,38.02,2054,1734,28.53,4219,1643,Growing,Rice,532,Poor
62,True,Bachelor,0,True,True,True,True,25.06,True,Conventional,Hoe,82.92,9962,3334,81.74,7962,3138,Stable,Soybean,894,Best
44,True,Master,1,True,True,True,True,16.77,True,Conventional,Tractor,66.01,8589,2562,65.34,7948,4830,Growing,Corn,824,Best
42,True,Primary School,8,False,False,False,True,1.96,True,Conventional,Combine,23.2,1084,522,52.8,4092,2166,Stable,Soybean,335,Poor
43,True,Primary School,3,True,False,True,True,14.81,False,Organic,Hoe,59.93,6924,2116,67.56,7032,3734,Growing,Corn,666,Average
38,False,Master,1,True,False,True,True,28.41,True,Hydroponic,Tractor,57.14,5082,3241,100.72,10315,3250,Growing,Corn,877,Best
28,False,Primary School,1,False,False,False,False,9.1,False,Hydroponic,Plow,24.63,4417,1729,27.8,2218,1904,Stable,Wheat,350,Poor
56,False,Secondary School,2,False,True,False,True,3.49,True,Conventional,Tractor,32.62,2499,773,48.66,2046,2978,Declining,Corn,404,Poor
40,False,Secondary School,8,False,False,True,False,3.68,True,Conventional,Combine,25.84,2340,1093,54.45,5897,2015,Growing,Rice,377,Poor
37,True,High School,4,True,False,False,False,7.93,False,Conventional,Plow,13.25,1398,1098,57.34,5526,2596,Declining,Soybean,594,Poor
35,True,Secondary School,9,True,False,False,False,1.68,False,Organic,Hoe,36.25,2610,706,36.74,2386,1614,Declining,Wheat,477,Poor
26,False,Primary School,9,True,False,False,True,2.06,True,Organic,Tractor,20.02,4976,747,43.52,3511,1976,Declining,Soybean,389,Poor
32,False,Primary School,8,True,False,True,False,9.88,False,Organic,Plow,58.44,5793,2204,79.17,7478,4280,Stable,Rice,725,Average
